country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Sierra Leone,SL,SLE,694,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.739999771,Male,Units,%,Modelled,,,Total
Sierra Leone,SL,SLE,694,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,11.42000008,Total,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.39999962,Female,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,41.90999985,Male,Units,%,Modelled,,,Total
Singapore,SG,SGP,702,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.81999969,Total,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.98999977,Female,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.11000061,Male,Units,%,Modelled,,,Total
Slovakia,SK,SVK,703,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.64999962,Total,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.87999916,Female,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.21999931,Male,Units,%,Modelled,,,Total
Slovenia,SI,SVN,705,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.63999939,Total,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.04000092,Female,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.85000038,Male,Units,%,Modelled,,,Total
Solomon Islands,SB,SLB,90,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,27.77000046,Total,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.02999973,Female,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.809999943,Male,Units,%,Modelled,,,Total
Somalia,SO,SOM,706,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.39000034,Total,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.40999985,Female,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.43000031,Male,Units,%,Modelled,,,Total
South Africa,ZA,ZAF,710,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.79000092,Total,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.72000027,Female,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.25,Male,Units,%,Modelled,,,Total
South Sudan,SS,SSD,728,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.44999981,Total,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,26.89999962,Female,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.35000038,Male,Units,%,Modelled,,,Total
Spain,ES,ESP,724,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.15999985,Total,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.5,Female,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.30999947,Male,Units,%,Modelled,,,Total
Sri Lanka,LK,LKA,144,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.40999985,Total,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.13999939,Female,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.75,Male,Units,%,Modelled,,,Total
"Palestinian Territory, Occupied",PS,PSE,275,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.93999863,Total,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.819999695,Female,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.90999985,Male,Units,%,Modelled,,,Total
Sudan,SD,SDN,736,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.899999619999999,Total,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.16999817,Female,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.68000031,Male,Units,%,Modelled,,,Total
Suriname,SR,SUR,740,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.43999863,Total,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.52000046,Female,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,26.88999939,Male,Units,%,Modelled,,,Total
Sweden,SE,SWE,752,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,25.26000023,Total,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,22.97999954,Female,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.299999239999998,Male,Units,%,Modelled,,,Total
Switzerland,CH,CHE,756,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,23.64999962,Total,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.24000168,Female,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.36000061,Male,Units,%,Modelled,,,Total
Syrian Arab Republic,SY,SYR,760,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.31999969,Total,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.42000008,Female,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.489999771,Male,Units,%,Modelled,,,Total
Tajikistan,TJ,TJK,762,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.93999958,Total,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,20.59000015,Female,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.72999954,Male,Units,%,Modelled,,,Total
Thailand,TH,THA,764,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,24.77000046,Total,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,3.5999999049999998,Female,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,3.579999924,Male,Units,%,Modelled,,,Total
Timor-Leste,TL,TLS,626,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,3.589999914,Total,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.78999996,Female,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.06000042,Male,Units,%,Modelled,,,Total
Togo,TG,TGO,768,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.899999619999999,Total,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,60.31999969,Female,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,61.25999832,Male,Units,%,Modelled,,,Total
Tokelau,TK,TKL,772,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,60.81999969,Total,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,67.11000061,Female,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,57.56000137,Male,Units,%,Modelled,,,Total
Tonga,TO,TON,776,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,62.18999863,Total,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.65000153,Female,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.50999832,Male,Units,%,Modelled,,,Total
Trinidad and Tobago,TT,TTO,780,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,39.13999939,Total,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,30.21999931,Female,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,26.87000084,Male,Units,%,Modelled,,,Total
Tunisia,TN,TUN,788,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,28.5,Total,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.42000008,Female,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.77000046,Male,Units,%,Modelled,,,Total
Turkmenistan,TM,TKM,795,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,16.15999985,Total,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,55.04999924,Female,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,58.31999969,Male,Units,%,Modelled,,,Total
Tuvalu,TV,TUV,798,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,56.79000092,Total,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,33.43000031,Female,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.13000107,Male,Units,%,Modelled,,,Total
Turkey,TR,TUR,792,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.75999832,Total,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.909999847,Female,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.43999958,Male,Units,%,Modelled,,,Total
Uganda,UG,UGA,800,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.6700000760000009,Total,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.820000172,Female,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.02000046,Male,Units,%,Modelled,,,Total
Ukraine,UA,UKR,804,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,13.10999966,Total,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,42.33000183,Female,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,49.68999863,Male,Units,%,Modelled,,,Total
United Arab Emirates,AE,ARE,784,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,46.04999924,Total,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,31.73999977,Female,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,29.06999969,Male,Units,%,Modelled,,,Total
United Kingdom,GB,GBR,826,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,30.37000084,Total,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,10.17000008,Female,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,5.0399999619999996,Male,Units,%,Modelled,,,Total
"Tanzania, United Republic of",TZ,TZA,834,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,7.590000153,Total,Units,%,Modelled,,,Total
United States,US,USA,840,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,43.25999832,Female,Units,%,Modelled,,,Total
United States,US,USA,840,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,43.56000137,Male,Units,%,Modelled,,,Total
United States,US,USA,840,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,43.40999985,Total,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.70000076,Female,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,37.52999878,Male,Units,%,Modelled,,,Total
Uruguay,UY,URY,858,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,36.63000107,Total,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.149999619999999,Female,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.25,Male,Units,%,Modelled,,,Total
Uzbekistan,UZ,UZB,860,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.29000092,Total,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.97000122,Female,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.54000092,Male,Units,%,Modelled,,,Total
Vanuatu,VU,VUT,548,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,34.20999908,Total,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,32.22000122,Female,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,38.81999969,Male,Units,%,Modelled,,,Total
"Venezuela, Bolivarian Republic of",VE,VEN,862,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,35.61000061,Total,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.180000305,Female,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,18.94000053,Male,Units,%,Modelled,,,Total
Vietnam,VN,VNM,704,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.27000046,Total,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.63000011,Female,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,21.049999239999998,Male,Units,%,Modelled,,,Total
Yemen,YE,YEM,887,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,17.90999985,Total,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,15.39000034,Female,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.539999962,Male,Units,%,Modelled,,,Total
Zambia,ZM,ZMB,894,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,12.47000027,Total,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,14.06000042,Female,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,5.6300001140000004,Male,Units,%,Modelled,,,Total
Zimbabwe,ZW,ZWE,716,"Prevalence of overweight among children aged 10-19 years, BMI > +1 standard deviations above the median (Crude estimate)",2022,9.909999847,Total,Units,%,Modelled,,,Total
